clean_data,label
"vải tốt , giống_hình , nên lựa nhỏ hơn 1 size , phía trc quần_k che đc hết nên mặc ngược_lại trước ra sau rất sexy",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh,POS
"giao ko đúng mẫu đặt , nghĩ sao đặt mẫu 95 k giao mẫu 65 k vui thật , buôn_bán mà đẩy hàng tồn cho khách kiểu đó , đổi trả rắc_rối nên đành chịu vì gần sinh r",NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền shop phục_vụ rất tốt thời_gian giao hàng rất nhanh_👍 👍_👍 👍,POS
"quần trắng vải_ok , đen thì thô_cứng , quần_trắng bị rách ngay ống_quần , nhưng lỡ cắt_mạc rồi nên cũng chả trả dc . áo ôm nhưng mặc thùng_thình , ko nên mua áo",NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,POS
"mình gỡ tấm lót ra và mặc như_thể áo_lót dành cho áo mỏng thì rất đẹp , nghĩa_là bên trong vẫn mặc thêm áo ngực , yên_tâm là không bị nóng đâu",POS
"thực_sự là bạn nào phải rất rất gầy mới mặc được đồ của shop : ( mình cao 1 m62 , nặng 50 kg , k hề béo mà mặc chật_ních không chui nổi tay qua : ( (",NEG
thời_gian giao hàng rất nhanh rất đáng tiền shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời <3 <3,POS
"chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn . shop tl tn nhanh , nhiệt_tình tư_vấn và hỗ_trợ ❤_️ sẽ ủng_hộ nhiều nhiều",POS
"ai mà đang chần_chừ về chất_lượng thì không cần lo mua đâu nhé , cứ mua ngay đi kẻo hết đấy ạ . ❤",POS
"giày đẹp nhưng phom rộng , khuyên mọi người nên chọn nhỏ hơn 1 size , mua về không đi đc",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
"trước tiếc tiền mua cây trắng , rẻ được nửa nhưng phí tiền quá , chụp hình tự_sướng thì ok , chứ làm tripod_chân và gậy cong_queo yếu",NEG
"rẻ nhưng chất vải đẹp , form cũng đẹp , mình cao 1 m6 49 kg , mặc hơi rộng nhưng vẫn ok",POS
"chất_lượng sản_phẩm kém , miếng mút bên trong áo móp méo ko tròn quả dù đã cố_gắng chỉnh cho vào nếp",NEG
hihi mih mặc size s mới vừa mà do thấy 49 kg lấy m nên về phải bớp lại hẵn 6 phân_oaka,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh . nhưng phom hơi to . bạn nào đặt thì lùi lại 1 size nhé,POS
"son lên màu yêu chết mất , mỗi cái k_lì như m nghĩ , uống nước vài lần trôi sạch_sẽ à 😂",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh_❤ ️,POS
"chất_lượng sản_phẩm tạm được , cổ áo_ko giống_hình , nhận áo_hơi thất_vọng , đường may sơ_sài , so với giá áo chưa hợp_lý , hi_vọng shop nâng cao chất_lượng tốt hơn",NEG
"dây dài_thòng mà k có chỗ rút dây như áo khác , mặc vô ngực ở trên áo thòng_tít xuống rốn , vãi c",NEG
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh nhưng hàg bikini mà đóg_gói k kính_đáo gj het ah,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt_shop phục_vụ rất tốt thời_gian giao hàng rất nhanh rất đáng tiền,POS
"tuy_nhiên mua giá rẻ hơn bình_thường mà vẫn được ăn mức 229 k ( menu có 3 mức giá , này là mức thứ 2 )",POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh,POS
thường khi mua đôi này size 39 vừa y với chân luôn .. nhưng hôm_nay size giày 39 mà như size 40 .. quá rộng luôn ... bạn nào muốn mua giày nhớ hỏi shop chiều dài của giày nha,NEG
"chán , trước khi mua thì kiến đầy , mua về chưa dùng thì kiến nó trốn hết . =)) chắc nó ngửi thấy mùi sp",NEG
vải đẹp đường may cũng rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh_shop phục_vụ rất tốt,POS
"chất_lượng sản_phẩm tuyệt_vời : áo không dày không mỏng , mặc_mát , giống hình 90 % , form nhỏ _ eo_< 65 cm , < 50 kg mặc vừa",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
chất vải áo_ok nhưng vải quần_k giống chất vải ảo nên mình xin đổi lại lấy bộ khác . shop rất vui_ve tư_vấn nhiệt_tình cho shop 5 sao vì phục_vụ tốt,POS
"khung ảnh đẹp , chắn chắn , để hình vào cùng là siêu_yêu luôn 😍 😍_😍 , chủ_shop nhiệt_tình dễ_thương , mặc_dù đêm khuya vẫn nhiệt_tình tư_vấn , sẽ ủng_hộ shop dài_dài 😍",POS
"mua hang o shop nhieu_lan , nhung lan nay la thay that_vong , vi_giao k_dung màu , minh_dat 1 xanh navy , 2 mau da , 1 mau_trang , shop het mau xanh va_trang , thi_phai nt cho minh_biet , de_minh thay doi ao khac_chu , dang nay k noi gi , ma tu_y giao nhu_vay , trong khi minh da_de lai chu_y rat_ro rang",NEG
"không như những shop khác mình từng mua , bên họ làm hư đồ mình , nói đổi lại mà k thấy đâu",NEG
"đây là một sản_phẩm rất hữu_ích , chất_lượng tốt so với giá bán , đóng_gói sản_phẩm rất đẹp và chắc_chắn , rất đáng tiền",POS
"đóng_gói san đóng_gói sản_phẩm không đẹp một điều tồi_tệ là giao hàng_không đủ còn thiếu một hàng mà shop lại lấy đủ tiền , không có hàng thì shop bảo không có đi",NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh,POS
"chất_lượng sản_phẩm rất kém , áo_thân bên to_nhỏ , ko đều , nẹp áo_may nhăn_nhúm , vải rất xấu , mua 3 bộ_chỉ 1 bộ tạm ổn với giá tiền ! !",NEG
"dép rất đẹp y_hình , điểm trừ bé tẹo là hơi bẩn_xí ở phần nơ nhưng không sao mình vẫn ưng_ý lắm",POS
"túi dày_dặn , chắc_chắn nhưng trừ 1 * vì đã note trong lưu_ý là cho màu xanh nhưng shop gửi màu đỏ mà ko confirm lại trước cho khách",POS
"tuy_nhiên chất_lượng hàng_không đạt yêu_cầu , vải xấu , đường may k đẹp , chỉ thừa và lỗi nhiều , màu in bị lem , áo bị ố màu",NEG
"balo nhỏ hơn nhiều so vs số đo trong phần giới_thiệu sp , vải mềm , dễ thấm nước , vải quá mềm và mỏng khiến balo ko đứng đc , khá thất_vọng khi nhận đc sp",NEG
"shop này rất ưng_ý , lần thứ 1 mua đồ_ưng quay lại lần 2 mua tiếp và còn có nhiều lần nữa sẽ mua đồ của shop",POS
"chất_lượng sản_phẩm tuyệt_vời , được tặng thêm đôi tất nữa , yêu_shop , mọi người mua đi , váy_mạc lên xinh lắm",POS
"chất vải dày_dặn , không phải loại mỏng đâu ạ , nói_chung xứng_đáng đồng_tiền bát gạo , còn được shop tặng quà nữa , sẽ ủng_hộ dài",POS
"áo không có 2 túi ngay bụng , quần thì không túi , lưng quần nên có sợi dây cột để co_giãn",NEG
"chất_lượng sản_phẩm tuyệt_vời . rất đáng tiền . là màu hồng_trầm chứ k tươi như trong ảnh shop đăng nhưng cũng ok , son_lì , mềm_mịn , dùng rất thích",POS
phục_vụ cũng rất tốt ạ chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh,POS
"bạn nào mua sau mình nghĩ nên mua màu vàng_đen nè , ( vì cảm_giác mặc đẹp hơn thôi : v )",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh,POS
shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh rất đáng tiền khách_hàng rất hài_lòng,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS
"váy rất xinh , chất vải đẹp , rất đáng tiền , chủ_shop nhiệt_tình và reply tin nhắn rất nhanh_^ ^",POS
"áo giống_hình , mới đầu mở ra mình nghĩ hơi nhỏ nhưng_mà mặc vô thì ok , tính ra size của áo này cũng hơi nhỏ_thiệt vì mình mua size xxl cũng không quá bự ấy",POS
"mình hơui_lép cứ sợ ko vừa , ai_ngờ mặc vừa i , nhìn ngực thật chứ lép mặc mấy áo_độn nhiều nhìn ngực giả lắm",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn . đây la_lan thu 2 mik mua hang ol_ma mik cam thay ung_yk.cam on shop va chi chủ shop.se ung_ho shop dai_dai.hi,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh đúng size giày đẹp,POS
"mua hàng lần 2 rồi . giá tốt , hàng chuẩn , giao hàng nhanh , đóng_gói rất cẩn_thận . chúc shop đắt hàng",POS
"đóng_gói rất chắc_chắn , mẫu_mã nhìn xịn sò ghê : 3 chưa test thử nên cũng chưa biết là ok_k nhưng mới nhìn thôi là chim ưng r : 3",POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời,POS
áo đẹp lắm luôn 😍 đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh . nhưng form hơi nhỏ trên 55 kg khó mặc vừa nha m.n,POS
"shop phục_vụ rất tốt , rất đáng tiền , thời_gian giao hàng rất nhanh , chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm rất đẹp và chắc_chắn",POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS
"hàng sx tại malaysia nhưng lại có chữ tiếng trung , k có tem_mác nên hơi hoang_mang , sp_dưỡng ẩm tốt",POS
"chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền shop phục_vụ rất tốt . 1 m55 , 48 kg . áo đẹp , vải mịn , mát",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh,POS
"màu áo đẹp hơn trong ảnh , tuy_nhiên áo không giống_hình lắm và áo chật dù mình chỉ 50 kg @ @",POS
mua giúp thôi nên ko biết thế_nào nhưng nghe người_thân gọi điện nói là cũng được nhưng nếu mua được màu đen thì tuyệt hơn,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền shop phục_vụ rất tốt thời_gian giao hàng rất nhanh,POS
"đã từng mua ở shop khác 75 k nhưng chất vải và form ko bằng shop này dù chỉ hơn 10 k , vải mát , chất_lượng tốt , ko mỏng_lộ màu quần trong , ko xổ bông",POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS
"mua mất tiền chứ đâu fai đi xin đâu , thấy đồ đẹp muốn lần sau tiếp_tục ủng_hộ mà kiểu này giả_dối với khách là sợ rồi",NEG
shop rất nhiệt_tình trong việc hỏi_thăm đã nhận hàng chưa cũng như tư_vấn cách sử_dụng . cảm_ơn shop sẽ ủng_hộ shop trong tương_lai nữa ạ,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh rất đáng tiền,POS
"oi zoi oi_camera của e_đểu nên không chụp ảnh đc_ý mà chất quần , chất áo so với giá tiền gọi_là tuyệt_vời luôn ý",POS
"chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh rất đáng tiền , áo_dẹp quá shop",POS
chất_lượng sản_phẩm tuyệt_vời rất đáng tiền thời_gian giao hàng rất nhanh mỗi cái hàng có k3m quà tặng nhưng khi giao hàng lại ko có quà tặng shop lưu_ý nha,POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh_date còn dài,POS
"giao hàng lâu , vải mỏng , thun giãn , loại vải này chắc chỉ mặc được 1 lần giặt xong là thôi mang làm giẻ lau nhà luôn , đc cái_là thiết_kế mặc lên_dáng cũng đc",NEG
"đồ đẹp lắm c nhé , giao hàng cực_kì nhanh , đặt hôm trước hôm sau có liền , cô chủ lại nc dễ_thương , đồ thì chất_lượng mà giá lại mềm nữa , sẽ tip_tục ủng_hộ",POS
"chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền giao hàng siêu nhanh , váy siêu_đẹp 💋_💋 💋",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn quần mặc_êm rất đẹp lại còn thoáng mát nữa ko có vết hằng lên da,POS
"quần và áo cực đẹp , giá_thành lại rẻ , rất rất là ưng có 10 sao cho luôn 10 sao , sẻ chỉ ủng_hộ shop thôi đóng_gói sản_phẩm rất đẹp và chắc_chắn",POS
"áo khá ok so với giá , mình đặt size_m vì nghĩ nó sẽ rộng nhưng thực_ra áo kiểu bo bo_ý , nên muốn mặc rộng_rãi nên mua size_l , hihi ,",POS
"khẩu_trang có mùi hôi , không đáng đồng_tiền , khẩu_trang quá mỏng , đóng hàng rách tùm_lum , lấy một cái ra xem thử thất_vọng chán",NEG
note 49 kg mặc size m còn rộng lắm phải chú_ý size cho chuẩn_xíu để khách mặc vừa sẽ đẹp hơn_nữa,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh rất đáng tiền shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh đóng_gói sản_phẩm rất đẹp và chắc chắ,POS
"shop nói 10 ngày có hàng là đúng 10 ngày , mình rất thích cách làm viec của shop , sẽ ủng_hộ dài_dài 😍",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh rất đáng tiền,POS
sp quá tệ khác hoan_toan với sp mà minh dat_minh that sự rất thật_vong từ nay ko mua sp ở shop nửa_minh thay sp ở lazda con tot_hon nhieu,NEG
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh rất đáng tiền,POS
"không như hình vì chỉ có 2 khóa , nhưng thôi cho 4 sao , mong lần sau shop phục_vụ tốt hơn",POS
"chất ok nhưng phần thân quá rộng , cầu vai xuống nửa bắp_tay cảm_giác như bơi trong áo_ý dù mình k hề gầy : (",POS
"đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt thời_gian giao hàng rất nhanh , mỗi tội áo_hơi ngắn chút",POS
shop phục_vụ rất tốt_shop phục_vụ rất tốt thời_gian giao hàng rất nhanh . neu co 10 sao cho shop 10 sao luon ^ ^,POS
áo lúc nhận . khác xa so với ảnh mẫu . logo bé tí . chất áo ko đẹp . nhắn_tin cho shop về hàng lúc nhận ko thấy phản_hồi lại . thiéu trách_nhiệm . tóm_lại là ko có lần 2,NEG
"chủ shop tư_vấn nhiệt_tình , giao hàng nhanh , sản_phẩm như hình rất đẹp rất ưng_ý , shop còn tặng kèm đôi tất nữa ^_^ , sẽ giới_thiệu và ủng_hộ shop dài_dài ạ",POS
"tin dc hem , giao hàng quá nhanh , với giá tiền như vại thì quá hời nhé , ủng_hộ shop dài_dài , quẹo_lựa , quẹo_lựa bà_con ơi",POS
"sản_phẩm rất đẹp ạ , mua 5 sản_phẩm đều đầy_đủ và e rất thích , lần tới e sẽ ủng_hộ shop , mong_shop cứ như_vậy phat huy nhé 😍",POS
"áo giống hình . nhưng hơi rộng 1 chút , phải đi sửa chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn .. shop ơi áo đẹp lắm hàng ok . mới_đạc thêm 4 cái nữa 😊,POS
"packing tốt , màu nâu này khá đẹp , chất_lượng tương_ứng với giá tiền , có lót bông nhưng đc gọi_là dày_dặn thì chưa phải nhưng vẫn cám_ơn shop 😘",POS
"chất vải và thun nó mát_rượi à , tem_mác của thái hết , e cảm_ơn shop nhiều sẽ ủng_hộ shop dài_dài 😘",POS
"giao hàng ko đạt , nt ko_thèm trả_lời , lúc mình đặt thì nhiệt_tình lắm đến lúc hàng kém thì ko thèm_tl , ít_nhất cũng phải xin_lỗi khách_hàng chứ",NEG
"chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền shop phục_vụ rất t . áo mặc đẹp lắm ạ , màu đen hay màu trắng cũng rất ưng_❤ ủng_hộ dài dài",POS
shop phục_vụ rất tốt rất đáng tiền đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hơi chậm nhưng cũng ok rồi cảm_ơn shop,POS
"chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh , ngàn 🌟 cho shop luôn . 😊 😊 😊",POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn chuẩn_bị hàng nhanh chưa mặc thử nhưng_mà sờ thấy vải mềm nên tặng 5 sao,POS
"vì tin_tưởng là shopee mall nên đã thanh_toán trước bằng thẻ , khi nhận hàng ngay cũng đã xác_nhận ngay , đến khi khui hàng sau đó thì thất_vọng quá về shop ạ",NEG
"mình dự_định đặt_hàng bướm chữ y theo hình_số 1 những shop gửi bướm chữ x , chắc do mình nhầm nhưng cũng ko có gì complain , chất_lượng sản_phẩm tuyệt_vời , dây áo ngực mặc rất chắc_chắn , có mút nâng",POS
"freesize nhưng khá bé , mình m52 43 kg mặc vừa in 😂 😂 dày_dặn . với giá ấy thì ok",POS
"màu đậm hơn so vs ảnh nhưng chất vải rất mát , mềm , nhẹ đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất rất nhanh",POS
"đẹp hơn mong_đợi , giao hàng cực nhanh . sẽ ủng_hộ shop tiếp_tục . à mình thấy có vài bạn cmt sợ dãn áo , riêng áo len thì mình giặt tay rồi phơi ngang theo chiều áo đừng phơi giống các áo mình phơi thông_thường thì áo len sẽ k bị giãn . mình mặc mấy lần rồi mà áo_form vẫn đẹp ạ :)",POS
"lần đầu mua hàng shoppe mà ưng_ý chất vải và giá tiền đến vậy , trừ khoảng giao hàng hơi chậm nhưng_mà quần_đẹp nên ko thành vấn_đề hihi",POS
"đây là lần t2 mua ở shop rùi , mặc_dù rất đông khách nhưng chị chủ vẫn rep tn nhanh và tư_vấn nhiệt_tính nữa",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt_shop phục_vụ rất tốt,POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh . nên mua ạ . sẽ ủng_hộ shop 😘,POS
giày đẹp giao hàng nhanh thấy mn bảo size rộng hơn bt nên đặt 37 đi_lại hơi chặt hi_vọng đi lâu nó dãn ra,POS
"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm rất đẹp và chắc_chắn , shop phục_vụ rất tốt , rất đáng tiền , thời_gian giao hàng rất nhanh",POS
"chuẩn chất kate_thái , mềm , mịn , mát , nhẹ , thoải_mái , ko_nhăn ( nếu có nhăn_nhẹ , mặc vào chút là hết )",POS
áo thì được nhưng shop làm_ăn cẩu_thả k đọc tin nhắn_khách bảo đặt 2 áo khác màu đem ssi giao cùng màu thì cũng quỳ,NEG
"áo mềm vải mịn lắm : 3 đóng_gói cũng đẹp và chắc_chắn nữa , có cơ_hội sẽ ủng_hộ shop nhiều hơn ạ <3",POS
"shop bán sim lừa_đảo , in giấy đăng_ki làm theo cú pháp dk_gói vd89p , mất 89 k cuối_cùng đăng_kí cho số dt khác là sao , làm_ăn gì kì_cục vậy",NEG
"mua online nhưng nhận được hàng y_hình , mình và ny mang đều đẹp và vừa y_như là đi thử vậy đó , đầm_nữ mang lên rất sang , vải đẹp mềm_mịn mang lên chuẩn form nữa , cám_ơn shop nhiều và sẽ ủng_hộ shop dài lâu",POS
"hàng này hết nên dc chị chủ inbox tư_vấn tận_tình đổi sang mẫu khác màu đỏ luôn , phải nói là quá ưng ạ",POS
"moi người ảnh tôi đưa lên nè , mặc có 1 lần chưa kịp giật thun_dệt trên ren đứt hết trơn , chắc đem quăng sọt rác chứ có giặt cũng ko mặc được nữa , mấy cộng chỉ rơi ra là thun đứt_đứt đó mm . shop này lừa_đảo",NEG
"sh gửi tông xoẹt_tông xanh xanh như . màu nhà mới của m luôn , thik cực_kì , cám_ơn shop nhìu",POS
"áo đẹp lắm , thích hơp vs các ban mặc sexy 1 tí vì phần nách hơi sâu 💙 vải dày , mát",POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh . gà hơi cay và mặn lần sau ngon mới lấy tiếp ạ,POS
"sản_phẩm cũng tạm được , nếu chất vải dày hơn thì ok bởi_vì là đầm nên mặc vào thấy hơi mỏng , cảm_ơn",POS
"sản_phẩm bị xóa_hạn sử_dụng , nắp bình_o có nêm_phong , có lẻ hàng đã được sử_dụng rồi tận_dụng để bán lại",NEG
"mọi thứ đều ổn , hàng khá đẹp . chủ shop nói_chuyện hài_hòa . giải_quyết vấn_đề khá nhanh trong vòng 1 nốt nhạc",POS
"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm đẹp , chắc_chắn , thời_gian giao hàng nhanh , shop phục_vụ siêu tốt luôn , cơ mà mình ít thích vải như_vậy cho lắm , hihi :))",POS
"hàng y_hình , do mưa_bão nên giao còn chậm_trễ nên ko có cặp đi học : ' ( 5 sao khích_lệ",POS
áo như hình ... có đìu màu khôq được tươi như hình ... nhưq áo_ẹp ... mìh ốm mặc hơi to ..,POS
"thời_gian giao hàng rất nhanh . chủ_shop rất là tuyệt_vời , trò ch rất nhiệt_tình , mình rất là ưng cái bụg lắm lun àk ngen 😍_😍 😍",POS
"tks shop nhé , chất đẹp , phom áo cưng hết nấc , giao hàng nhanh như 1 cơn gió , sẽ ủng_hộ dài dài",POS
"chất_lượng sản_phẩm rất kém , rất rất kém , hình một đằng , thực_tế một nẻo , quần thì rộng , to size_s mà như l , quần thì lưng ngắn quá mức cho_phép , k tới mức vừa chứ đừng nói là lưng cao , form không ôm , rộng rộng , xấu kinh_khủng",NEG
"hết hàng k khóa sp cũng k báo ng mua , giao thiếu hàng , hàng thiếu 15 k mà bỏ trả 10 k",NEG
hàng không có size mà shop dám nói có size . tìm mỏi mắt ko thấy size nó ở chỗ nào . size m to như xl,NEG
chất_lượng sản_phẩm tuyệt_vời .. shop tử_tế ... cho 5 sao .. mình mua pacific rim lần này la lần thứ 4,POS
chất_liệu vải ko đẹp lắm đường may thì lỏng_lẻo quá chất_lượng so với giá tiền thì ko hợp_lý rất thất_vọng về shop,NEG
n chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn hàng_đẹp lắm luôn ạ_😍 😍_😍 😍 🤗,POS
"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh",POS
"shop phục_vụ tốt , quần vải mát , chất_lượng tốt , còn hơi nhìu chỉ dư ... màu thực_tế sáng hơn ảnh chút",POS
